dataset,family,distribution,structure,variant,n_samples,n_features,seed,normalized,k_min,k_max,n_k_values,connected_all_k,connected_rate,n_components,largest_component_size,smallest_component_size,n_edges,reinforcement_vertex_count,anti_hub_count,cutoff_in_degree,candidate_tie_count,selected_from_ties_degree_only,selected_from_ties_score_tie_break,score_tie_candidate_count,build_seconds,connectivity_check_seconds
gumbel-separated-n10000-d10-seed42,synthetic,gumbel,separated_clusters,approx_knn_only,10000,10,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,3,40,23,1,1,0.8200551199988695,1.2421311610014527
gumbel-separated-n10000-d32-seed42,synthetic,gumbel,separated_clusters,approx_knn_only,10000,32,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,166,100,1,1,0.6497330300007889,1.1015635010007827
gumbel-separated-n10000-d64-seed42,synthetic,gumbel,separated_clusters,approx_knn_only,10000,64,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,444,100,1,1,0.8030085440004768,1.2744126289981068
logistic-separated-n1000-d2-seed42,synthetic,logistic,separated_clusters,approx_knn_only,1000,2,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,8,5,5,1,1,0.16221953700005542,0.13007076000212692
logistic-separated-n1000-d10-seed42,synthetic,logistic,separated_clusters,approx_knn_only,1000,10,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,4,8,5,1,1,0.193328230001498,0.14222837899797014
logistic-separated-n1000-d32-seed42,synthetic,logistic,separated_clusters,approx_knn_only,1000,32,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,3,12,8,1,1,0.14599571600047057,0.13251977099935175
logistic-separated-n1000-d64-seed42,synthetic,logistic,separated_clusters,approx_knn_only,1000,64,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,2,13,8,1,1,0.18993291999868234,0.1414653299980273
logistic-separated-n5000-d2-seed42,synthetic,logistic,separated_clusters,approx_knn_only,5000,2,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,10,13,8,2,2,0.4315795969996543,0.6478501389974554
logistic-separated-n5000-d10-seed42,synthetic,logistic,separated_clusters,approx_knn_only,5000,10,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,2,48,4,1,1,0.409683400997892,0.6455080220002856
logistic-separated-n5000-d32-seed42,synthetic,logistic,separated_clusters,approx_knn_only,5000,32,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,0,113,70,1,1,0.37325379499816336,0.634000901998661
logistic-separated-n5000-d64-seed42,synthetic,logistic,separated_clusters,approx_knn_only,5000,64,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,0,227,70,1,1,0.3755123459995957,0.553225495001243
logistic-separated-n10000-d2-seed42,synthetic,logistic,separated_clusters,approx_knn_only,10000,2,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,11,19,10,1,1,0.741076398997393,1.076077048001025
logistic-separated-n10000-d10-seed42,synthetic,logistic,separated_clusters,approx_knn_only,10000,10,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,1,82,57,1,1,0.7415333429999009,1.0773930540017318
logistic-separated-n10000-d32-seed42,synthetic,logistic,separated_clusters,approx_knn_only,10000,32,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,310,100,1,1,0.7952315929978795,1.2654280560018378
logistic-separated-n10000-d64-seed42,synthetic,logistic,separated_clusters,approx_knn_only,10000,64,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,573,100,1,1,0.8153978529990127,1.3009533059994283
gaussian_sparse-separated-n1000-d10-seed42,synthetic,gaussian_sparse,separated_clusters,approx_knn_only,1000,10,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,0,85,31,7,8,0.14069483599814703,0.13006917900202097
gaussian_sparse-separated-n1000-d32-seed42,synthetic,gaussian_sparse,separated_clusters,approx_knn_only,1000,32,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,0,70,31,1,1,0.15175835299669416,0.13345212599961087
gaussian_sparse-separated-n1000-d64-seed42,synthetic,gaussian_sparse,separated_clusters,approx_knn_only,1000,64,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,0,109,31,1,1,0.15059699600169552,0.1165744360005192
gaussian_sparse-separated-n5000-d10-seed42,synthetic,gaussian_sparse,separated_clusters,approx_knn_only,5000,10,42.0,False,2,50,49,False,0.0,5,1667,833,250000,0,70,0,495,70,11,15,0.3856386659972486,0.5644593210017774
gaussian_sparse-separated-n5000-d10-seed42,synthetic,gaussian_sparse,separated_clusters,score_sg_antihub,5000,10,42.0,False,2,50,49,False,0.0,3,3334,833,252415,70,70,0,495,70,11,15,0.3856386659972486,0.5428845780006668
gaussian_sparse-separated-n5000-d32-seed42,synthetic,gaussian_sparse,separated_clusters,approx_knn_only,5000,32,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,0,111,70,1,1,0.5096080000002985,0.5585297329998866
gaussian_sparse-separated-n5000-d64-seed42,synthetic,gaussian_sparse,separated_clusters,approx_knn_only,5000,64,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,0,534,70,1,1,0.47768935700150905,0.6213870020001195
gaussian_sparse-iid-n10000-d2-seed42,synthetic,gaussian_sparse,iid,approx_knn_only,10000,2,42.0,False,2,50,49,False,0.0,4,9648,113,500000,0,100,0,5029,100,49,54,0.7705072730022948,1.104880150000099
gaussian_sparse-iid-n10000-d2-seed42,synthetic,gaussian_sparse,iid,random_sqrt_clique,10000,2,42.0,False,2,50,49,False,0.0,2,9887,113,504950,100,100,0,5029,100,49,54,0.7705072730022948,1.0759310979992733
gaussian_sparse-iid-n10000-d2-seed42,synthetic,gaussian_sparse,iid,score_sg_antihub,10000,2,42.0,False,2,50,49,False,0.0,4,9648,113,504950,100,100,0,5029,100,49,54,0.7705072730022948,1.1362445160011703
gaussian_sparse-separated-n10000-d10-seed42,synthetic,gaussian_sparse,separated_clusters,approx_knn_only,10000,10,42.0,False,2,50,49,False,0.0,2,6667,3333,500000,0,100,0,1223,100,3,19,0.7718234550011402,1.0991012999984378
gaussian_sparse-separated-n10000-d32-seed42,synthetic,gaussian_sparse,separated_clusters,approx_knn_only,10000,32,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,150,100,1,1,0.905882680999639,1.2485067769994203
gaussian_sparse-separated-n10000-d64-seed42,synthetic,gaussian_sparse,separated_clusters,approx_knn_only,10000,64,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,781,100,1,1,1.0399228720016254,1.288023178000003
